PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;69756;1300851;56506;1300847-1300851;17079;1300848-1300847;50004228;1215725-1300848
;;69816;69816;56447;56447-69816;13117;13117-56447;50003966;1215820-13117
;;60483;60483;42168;42168-60483;3722;3722-42168;50101754;1167211-3722
;;60493;1382936;45750;45750-1382936;3863;1382920-45750;50158338;1213999-1382920
;;60871;60871;47999;47999-60871;2460;1382829-47999;50091772;1162652-1382829
;;60902;60902;47985;47985-60902;2430;763374-47985;50091742;1162624-763374
;;62815;1155183;56525;1206857-1155183;478329;1155090-1206857;50111548;1162854-1155090
;;65356;65356;50964;50964-65356;28180;1332539-50964;50125780;1331008-1332539
;;65356;65356;50964;50964-65356;28181;1332538-50964;50125774;1331012-1332538
;;70310;1209709;59179;1017513-1209709;2338;1348817-1017513;50146304;1329782-1348817
;;70310;1209709;462880;1017507-1209709;483706;1381678-1017507;50149279;1381643-1381678
;;72396;72396;462926;1119880-72396;472820;1081840-1119880;50116113;1269830-1081840
;;65931;1086153;473080;1256285-1086153;19962;1256291-1256285;50000146;1311738-1256291
;;65931;1086153;473080;1256285-1086153;19962;1256291-1256285;50118821;1080359-1256291
;;65931;1086153;473080;1256285-1086153;421038;1256281-1256285;50095262;1321533-1256281
;;65931;1086153;43244;1256332-1086153;13654;1256340-1256332;50000891;1191051-1256340
;;65931;1086153;43244;1256332-1086153;13654;1256340-1256332;50010233;1029807-1256340
;;65931;1086153;43157;1086154-1086153;472803;1081768-1086154;50116108;1111349-1081768
;;65931;1086153;43157;1086154-1086153;472625;1081038-1086154;50116503;1111239-1081038
;;63893;1094482;473368;1094469-1094482;483741;1382378-1094469;50116844;1382377-1382378
;;63893;1094482;473368;1094469-1094482;35730;1378205-1094469;50010178;1029763-1378205
;;71666;1339042;58735;58735-1339042;39397;1382297-58735;50114453;1382016-1382297
;;71666;1339042;43895;43895-1339042;28393;1339039-43895;50114139;1277037-1339039
;;70350;1239388;50788;1382296-1239388;26681;1382293-1382296;50125072;1268684-1382293
;;72057;1244799;477685;1236884-1244799;29281;1238527-1236884;50142704;1264088-1238527
;;70671;655299;470566;1072531-655299;41984;1382208-1072531;50125210;1264423-1382208
;;70671;655299;470566;1072531-655299;2365;1382192-1072531;50142260;1264113-1382192
;;70671;655299;470566;1072531-655299;24705;1382202-1072531;50141373;1320874-1382202
;;70169;1239422;46376;1382190-1239422;37000;1382181-1382190;50124906;1381985-1382181
;;70549;1239327;483734;1382171-1239327;24446;1382170-1382171;50123014;1276580-1382170
;;70549;1239327;479017;1239326-1239327;479006;1382154-1239326;50162934;1239324-1382154
;;73719;878061;483733;1382143-878061;25591;1382137-1382143;50124637;1263153-1382137
;;73719;878061;483733;1382143-878061;25591;1382137-1382143;50118747;1080724-1382137
;;70000;70000;52767;52767-70000;36152;1336763-52767;50142336;1268442-1336763
;;70634;70634;46275;46275-70634;25734;1220044-46275;50114267;1382017-1220044
;;69867;69867;53196;53196-69867;29195;1382034-53196;50149289;1381895-1382034
474260;1113513;71410;1180723;473224;1089888-1180723;39927;1306399-1089888;50149284;1381911-1306399
474260;1113513;71410;1180723;473224;1089888-1180723;482687;1324035-1089888;50149119;1360810-1324035
474260;1113513;71410;1180723;473224;1089888-1180723;40094;40094-1089888;50144377;1259890-40094
474260;1113513;71410;1180723;58720;1332733-1180723;39804;1306411-1332733;50117033;1201914-1306411
474260;1113513;71410;1180723;58720;1332733-1180723;39804;1306411-1332733;50025116;1032102-1306411
474260;1113513;71410;1180723;462394;999450-1180723;471022;1074618-999450;50118309;1201921-1074618
474260;1113513;71410;1180723;462394;999450-1180723;471968;1078346-999450;50117203;1201891-1078346
474260;1113513;71410;1180723;462394;999450-1180723;472354;1079932-999450;50118906;1201853-1079932
474260;1113513;71410;1180723;462394;999450-1180723;471240;1075467-999450;50118051;1201941-1075467
474260;1113513;71410;1180723;462394;999450-1180723;472856;1081990-999450;50116292;1201865-1081990
474260;1113513;71410;1180723;462394;999450-1180723;472950;1082374-999450;50118913;1201862-1082374
474260;1113513;71410;1180723;473225;1089882-1180723;39803;1306406-1089882;50121360;1260610-1306406
;;482730;1327828;45025;45025-1327828;24280;1327821-45025;50114928;1263428-1327821
;;70975;1017522;462881;1017514-1017522;427913;919102-1017514;50124335;1381990-919102
;;70975;1017522;44678;1017523-1017522;23427;23427-1017523;50145863;1329953-23427
;;69487;1119559;473192;1363582-1119559;477664;1363574-1363582;50147295;1381939-1363574
;;69487;1119559;473192;1363582-1119559;28655;1363575-1363582;50147307;1261592-1363575
;;72148;1119617;473422;1376343-1119617;36825;869000-1376343;50118282;1074497-869000
;;72148;1119617;47412;1119616-1119617;472301;1371025-1119616;50116420;1211584-1371025
;;483718;1381765;483717;1381763-1381765;483716;1381762-1381763;50154617;1381761-1381762
;;69306;1381759;49832;1381760-1381759;38324;1381754-1381760;50068570;1311874-1381754
;;69826;1381693;58779;1381692-1381693;483704;1381690-1381692;50149281;1381635-1381690
;;69826;1381693;47428;47428-1381693;36709;36709-47428;50125950;1360935-36709
;;70419;1327610;53218;1327609-1327610;24356;1327614-1327609;50141404;1330905-1327614
;;70419;1327610;53218;1327609-1327610;24189;1327617-1327609;50145400;1299818-1327617
;;70419;1327610;57972;57972-1327610;24185;1381687-57972;50145399;1330098-1381687
;;70396;70396;462924;1017809-70396;42056;1348854-1017809;50125305;1262973-1348854
;;70362;1037803;462829;1016864-1037803;426558;1037797-1016864;50146584;1262359-1037797
;;70362;1037803;462829;1016864-1037803;483707;1381677-1016864;50149278;1381647-1381677
;;60309;1086376;43115;1086377-1086376;472343;1079888-1086377;50116460;1200444-1079888
;;60309;1086376;43115;1086377-1086376;472205;1079332-1086377;50116636;1187139-1079332
;;60309;1086376;43115;1086377-1086376;470889;1074114-1086377;50118454;1187029-1074114
;;60309;1086376;473087;1091331-1086376;21532;797018-1091331;50096109;1248846-797018
;;60309;1086376;473087;1091331-1086376;21523;21523-1091331;50096555;1205333-21523
;;60309;1086376;473087;1091331-1086376;33542;1235829-1091331;50011475;1381586-1235829
;;60309;1086376;473087;1091331-1086376;477338;1143116-1091331;50159581;1194431-1143116
;;60309;1086376;473087;1091331-1086376;483378;1362875-1091331;50096572;1248761-1362875
;;60309;1086376;473088;1091330-1086376;7289;7289-1091330;50066099;1164735-7289
;;60309;1086376;473088;1091330-1086376;471155;1075131-1091330;50118191;1075130-1075131
;;60332;1375981;43330;1375980-1375981;480851;1375979-1375980;50011479;1381585-1375979
;;424124;1247411;424101;1247410-1247411;424102;1253655-1247410;50011307;1381632-1253655
;;63259;63259;42150;42150-63259;33367;1251604-42150;50142171;1262069-1251604
;;62057;1109545;44856;1109544-1109545;31022;1284924-1109544;50169316;1315657-1284924
;;62398;62398;53481;53481-62398;33105;33105-53481;50011603;1381547-33105
;;62390;1245608;53574;1245607-1245608;33311;1245604-1245607;50011862;1251345-1245604
;;62340;1247088;58071;1247087-1247088;33530;1225930-1247087;50011491;1381582-1225930
;;62344;62344;477974;1152893-62344;477975;1152898-1152893;50169407;1315075-1152898
;;62344;62344;477974;1152893-62344;33496;1235674-1152893;50011656;1381532-1235674
;;62347;1302837;53452;1302836-1302837;16662;1302835-1302836;50011492;1251395-1302835
;;62348;1376010;53569;53569-1376010;33316;1247166-53569;50011843;1244246-1247166
;;62358;1235990;53470;1235989-1235990;33525;1246863-1235989;50011494;1381581-1246863
;;62362;62362;58069;58069-62362;33313;967388-58069;50011852;1244237-967388
;;62412;1119629;47669;1119628-1119629;471569;1076745-1119628;50117755;1110584-1076745
;;62412;1119629;473520;1306319-1119629;33046;1306281-1306319;50011534;1381565-1306281
;;62412;1119629;473520;1306319-1119629;33050;1306315-1306319;50011553;1381555-1306315
;;62412;1119629;473520;1306319-1119629;33519;1235842-1306319;50011544;1381560-1235842
;;62413;1235988;53460;1235987-1235988;33060;1235986-1235987;50011513;1381573-1235986
;;62408;1206887;53468;1206886-1206887;33523;1246842-1206886;50011500;1381579-1246842
;;62422;62422;53466;53466-62422;33063;33063-53466;50011527;1381568-33063
;;62429;62429;53459;53459-62429;463725;1235656-53459;50120757;1381511-1235656
;;62531;1235885;53422;1235884-1235885;33027;1271981-1235884;50011402;1381625-1271981
;;62536;62536;53437;53437-62536;33459;33459-53437;50011436;1381602-33459
;;62529;62529;53433;53433-62529;33031;1226763-53433;50011424;1381614-1226763
;;62551;62551;53445;53445-62551;32991;1226617-53445;50011451;1381595-1226617
;;62506;1300814;53446;1300815-1300814;33013;1237786-1300815;50011454;1381592-1237786
;;62512;62512;53423;53423-62512;33005;33005-53423;50011406;1381623-33005
;;62517;729878;53444;729877-729878;33015;729876-729877;50011450;1381596-729876
;;62517;729878;53444;729877-729878;33014;729875-729877;50011449;1381597-729875
;;62528;1247519;53420;1247518-1247519;33020;1253672-1247518;50011398;1381628-1253672
;;62519;62519;53450;53450-62519;33002;1271949-53450;50011467;1381589-1271949
;;70763;70763;462791;1017322-70763;36016;1381381-1017322;50143844;1330378-1381381
;;70763;70763;47370;1017323-70763;22300;1381378-1017323;50143952;1330358-1381378
;;479071;1187634;479070;1187633-1187634;479069;1381366-1187633;50171356;1372324-1381366
;;482068;1292268;481698;1288330-1292268;481697;1314188-1288330;50167952;1312870-1314188
;;60810;60810;53047;53047-60810;11961;1379990-53047;50021105;1188878-1379990
;;60810;60810;53047;53047-60810;11961;1379990-53047;50173993;1379704-1379990
;;60837;60837;52962;52962-60837;11749;1379975-52962;50173994;1379706-1379975
;;60837;60837;52962;52962-60837;11749;1379975-52962;50173998;1379770-1379975
;;60799;60799;53048;53048-60799;11962;1379994-53048;50173992;1379702-1379994
;;60799;60799;53048;53048-60799;11962;1379994-53048;50173996;1379766-1379994
;;60799;60799;53048;53048-60799;11962;1379994-53048;50021113;1188879-1379994
;;64039;64039;48635;48635-64039;9958;848769-48635;50061524;1242610-848769
;;64039;64039;48576;48576-64039;4128;1380659-48576;50076960;1163350-1380659
;;64135;1361510;48568;1361515-1361510;4095;4095-1361515;50061169;1242842-4095
;;63049;63049;48678;48678-63049;4531;4531-48678;50076420;1163776-4531
;;63053;63053;48677;48677-63053;4528;4528-48677;50076417;1163771-4528
;;63053;63053;48677;48677-63053;4529;1380609-48677;50076418;1295908-1380609
;;63542;874325;57677;874324-874325;462818;1016489-874324;50158157;1163058-1016489
;;63162;63162;42297;42297-63162;20906;1380574-42297;50090127;1294657-1380574
;;412652;483001;45023;45023-483001;25065;1380570-45023;50076492;1295877-1380570
;;412652;483001;45023;45023-483001;4422;1380566-45023;50076491;1295878-1380566
;;63016;63016;44363;44363-63016;20901;1380562-44363;50076548;1163647-1380562
;;62978;1106007;473870;1106009-1106007;4619;1380531-1106009;50111717;1295692-1380531
;;62978;1106007;473870;1106009-1106007;425724;1380542-1106009;50076538;1295847-1380542
;;62978;1106007;473870;1106009-1106007;425724;1380542-1106009;50121315;1162997-1380542
;;63376;63376;56741;56741-63376;17582;1380528-56741;50076954;1295757-1380528
;;63331;1037274;47838;1037273-1037274;20957;1380508-1037273;50076384;1255838-1380508
;;63758;63758;44824;44824-63758;25051;1380476-44824;50061535;1242603-1380476
;;63758;63758;44824;44824-63758;4477;1380472-44824;50061536;1242602-1380472
;;63803;63803;53394;53394-63803;12827;1380449-53394;50076938;1163388-1380449
;;72037;1087932;473146;1087877-1087932;19484;19484-1087877;50005497;1151224-19484
;;72037;1087932;473144;1087868-1087932;483693;1380395-1087868;50116777;1380394-1380395
;;72037;1087932;473144;1087868-1087932;27825;1087871-1087868;50126202;1265522-1087871
;;72037;1087932;473144;1087868-1087932;27825;1087871-1087868;50118936;1384567-1087871
;;72037;1087932;43096;1347553-1087932;473020;1082656-1347553;50025239;1200353-1082656
;;72037;1087932;43096;1347553-1087932;472644;1081116-1347553;50118668;1111253-1081116
;;72037;1087932;43096;1347553-1087932;470990;1074494-1347553;50118281;1110262-1074494
;;72037;1087932;43096;1347553-1087932;41013;1087926-1347553;50024446;411619-1087926
;;60422;1119625;473325;1255958-1119625;3817;3817-1255958;50095707;1249111-3817
;;60422;1119625;473325;1255958-1119625;8488;1255947-1255958;50095709;1281007-1255947
;;60422;1119625;45850;1119624-1119625;41347;1096279-1119624;50024860;412699-1096279
;;72646;1086785;473096;1086783-1086785;18874;1377621-1086783;50005230;1151299-1377621
;;72646;1086785;473096;1086783-1086785;19545;19545-1086783;50005228;1151300-19545
;;72646;1086785;43071;1086784-1086785;471766;1077539-1086784;50117572;1110708-1077539
;;72646;1086785;43071;1086784-1086785;472815;1081818-1086784;50116123;1111358-1081818
;;72646;1086785;473068;1086781-1086785;39021;1377600-1086781;50062761;1216044-1377600
;;72646;1086785;473068;1086781-1086785;19297;1377606-1086781;50005220;1140142-1377606
;;72646;1086785;473068;1086781-1086785;426049;1377597-1086781;50109923;1272722-1377597
;;413632;1245649;413631;1245648-1245649;5325;1245645-1245648;50077879;1251910-1245645
;;413632;1245649;413631;1245648-1245649;5326;1252912-1245648;50116778;1380392-1252912
;;68129;1105774;473858;1105791-1105774;15697;1306324-1105791;50019126;1235162-1306324
;;68129;1105774;473858;1105791-1105774;15697;1306324-1105791;50169767;1300950-1306324
;;68129;1105774;473858;1105791-1105774;15697;1306324-1105791;50159493;1300852-1306324
;;68129;1105774;473858;1105791-1105774;41446;1306343-1105791;50118079;1075540-1306343
;;68129;1105774;473858;1105791-1105774;41446;1306343-1105791;50125799;1331001-1306343
;;68129;1105774;473858;1105791-1105774;482435;1306366-1105791;50025685;1234824-1306366
;;68129;1105774;473858;1105791-1105774;16341;16341-1105791;50022611;1175690-16341
;;68129;1105774;43207;1105773-1105774;474006;1107102-1105773;50159097;1107101-1107102
;;67065;1098525;47585;1098524-1098525;41124;1092737-1098524;50024600;411901-1092737
;;67065;1098525;47585;1098524-1098525;470900;1074158-1098524;50118364;1110218-1074158
;;73266;73266;473438;1096298-73266;477200;1139351-1096298;50122560;1266065-1139351
;;73266;73266;473438;1096298-73266;477200;1139351-1096298;50005655;1139746-1139351
;;73266;73266;43127;43127-73266;472956;1082398-43127;50118916;1111448-1082398
;;420463;1274432;462848;1273428-1274432;2163;1273419-1273428;50146282;1263596-1273419
;;480598;1380243;46196;1380242-1380243;18804;1380244-1380242;50005840;1150951-1380244
;;477285;1239082;479893;1208500-1239082;479757;1380190-1208500;50153215;1207871-1380190
;;477285;1239082;479893;1208500-1239082;480821;1380199-1208500;50153210;1207809-1380199
;;73313;73313;57320;57320-73313;19042;1380169-57320;50005834;1150948-1380169
;;73315;73315;57319;57319-73315;19566;910559-57319;50005833;1139389-910559
;;73315;73315;57319;57319-73315;19068;1380166-57319;50005832;1150949-1380166
;;73356;73356;57313;57313-73356;19035;1380156-57313;50120474;1172313-1380156
;;73355;73355;57315;57315-73355;19525;1380137-57315;50162890;1206651-1380137
;;73352;73352;57314;57314-73352;19434;917521-57314;50005767;1150965-917521
;;73352;73352;57314;57314-73352;19434;917521-57314;50162894;1206639-917521
;;73348;73348;57307;57307-73348;19196;910428-57307;50120470;1172317-910428
;;73348;73348;57307;57307-73348;480318;1380095-57307;50162903;1219110-1380095
;;73347;73347;57306;57306-73347;19398;1380080-57306;50005712;1139691-1380080
;;73338;73338;44063;44063-73338;19628;910526-44063;50005776;1150971-910526
;;71056;1244774;473890;1239085-1244774;412819;1107668-1239085;50025184;488608-1107668
;;71056;1244774;463897;1323204-1244774;22847;1323188-1323204;50149269;1379500-1323188
;;71056;1244774;463897;1323204-1244774;23567;1354213-1323204;50125621;1260147-1354213
;;71056;1244774;463894;1323181-1244774;29972;1323179-1323181;50143900;1259941-1323179
;;71056;1244774;462351;1239088-1244774;22151;1023013-1239088;50026985;1257632-1023013
;;71056;1244774;45316;45316-1244774;427538;1323182-45316;50114549;1276848-1323182
;;71056;1244774;45316;45316-1244774;427539;1323185-45316;50114558;1276844-1323185
;;70334;1380026;45934;1374923-1380026;28145;1374921-1374923;50125201;1370341-1374921
;;73493;898951;44110;790168-898951;19052;1032387-790168;50141846;1364283-1032387
;;73493;898951;44110;790168-898951;19052;1032387-790168;50118889;1079788-1032387
;;73493;898951;44110;790168-898951;18844;1380019-790168;50005900;1150999-1380019
;;73493;898951;42405;42405-898951;26480;898936-42405;50142212;1266614-898936
;;426665;1379942;427326;898939-1379942;19593;917548-898939;50005855;1139405-917548
;;60873;60873;53072;53072-60873;12046;1037977-53072;50173989;1379694-1037977
;;60894;1350663;52989;1135135-1350663;11828;1379986-1135135;50173987;1379688-1379986
;;60894;1350663;52989;1135135-1350663;11828;1379986-1135135;50020834;1184433-1379986
;;60894;1350663;52989;1135135-1350663;11827;1379981-1135135;50020833;1184432-1379981
;;60828;60828;52933;52933-60828;11649;1379971-52933;50173991;1379700-1379971
;;60785;1085895;473055;1376359-1085895;472784;1379969-1376359;50025077;1032219-1379969
;;60785;1085895;473055;1376359-1085895;11799;1376356-1376359;50173986;1379686-1376356
;;72543;72543;42215;42215-72543;19002;921794-42215;50005618;1139594-921794
